Online boarding,Type of Travel,Inflight wifi service,Class,Customer Type,Inflight entertainment,Seat comfort,Checkin service,Cleanliness,Leg room service,Departure/Arrival time convenient,Ease of Online booking,Gate location,On-board service,Food and drink,Inflight service,Baggage handling,Departure Delay in Minutes,satisfaction
2,1,2,1,0,2,4,3,2,4,4,2,4,1,2,3,3,0,0
3,1,4,1,0,3,3,3,3,4,2,4,3,3,3,3,3,5,0
4,0,4,0,0,5,5,5,4,5,2,4,4,5,4,5,5,0,1
2,0,2,1,1,3,3,1,3,5,2,2,4,3,3,4,3,9,0
2,0,1,0,0,1,2,4,3,1,4,4,4,1,3,1,1,19,0
4,1,5,1,0,2,4,1,2,5,2,5,4,2,4,2,2,9,1
5,0,1,0,0,4,5,3,3,4,1,1,1,4,5,4,4,0,1
3,1,3,1,0,2,2,3,2,5,5,3,3,4,2,5,4,0,0
4,0,4,1,0,4,4,3,4,2,1,1,1,5,4,3,2,0,1
5,1,2,1,0,3,5,5,2,2,3,2,5,3,5,3,5,15,0
1,1,1,1,0,5,5,3,5,4,4,1,4,3,5,5,4,82,0
5,1,3,1,0,3,5,5,5,3,4,3,1,3,5,3,3,0,0
5,0,5,1,0,5,4,4,5,4,3,2,2,3,5,3,3,28,1
5,0,5,0,0,5,4,3,3,5,5,5,5,5,4,5,5,10,1
2,0,2,1,1,2,2,3,2,1,2,2,2,3,2,3,5,0,0
4,0,3,0,0,3,3,1,3,3,5,5,5,3,2,3,3,0,0
5,0,5,0,0,3,4,5,4,3,5,5,5,3,5,3,3,24,1
1,0,1,1,1,4,2,4,4,3,1,1,5,5,4,5,4,7,0
5,0,1,0,0,4,5,4,5,4,1,1,1,4,3,4,4,37,1
5,1,2,1,0,2,5,5,4,2,5,2,3,2,5,2,2,17,0
2,0,4,0,0,5,2,1,2,5,4,4,4,5,3,5,5,0,1
4,0,1,0,0,5,5,4,3,5,1,1,1,5,2,5,5,51,1
4,0,2,0,0,4,4,3,4,3,2,3,2,3,4,2,4,0,1
4,0,4,0,0,4,5,3,3,4,5,4,4,4,5,4,4,3,1
3,0,3,1,0,2,2,1,2,4,5,5,5,2,2,4,4,0,0
4,1,3,1,0,5,4,5,4,3,4,3,1,5,5,5,5,28,0
4,0,2,0,0,5,4,4,3,5,2,2,2,5,4,5,5,40,1
3,0,3,0,0,3,3,1,3,4,2,2,2,4,3,2,2,0,0
2,0,4,1,0,4,1,5,2,4,2,5,5,4,2,4,4,0,1
1,0,1,1,1,3,1,1,1,3,1,1,4,1,1,4,4,0,0
0,0,0,2,0,3,3,1,3,3,5,0,2,5,3,2,3,0,1
3,1,3,0,0,2,3,4,2,3,1,3,4,2,1,2,4,0,0
4,0,5,0,0,5,4,5,5,5,5,5,5,5,2,5,5,20,1
2,1,2,1,0,5,3,2,5,4,5,2,5,1,5,3,4,0,0
3,0,1,0,0,5,3,2,2,5,1,1,1,5,3,5,5,0,1
4,1,5,1,0,5,1,5,2,5,3,5,3,5,4,5,4,0,1
4,0,1,0,0,1,3,3,1,1,5,4,5,1,2,1,1,0,0
4,0,0,0,0,4,4,5,4,2,1,1,3,5,4,5,4,0,1
3,0,3,0,1,2,5,5,2,3,3,3,3,3,2,5,5,0,0
3,1,3,1,0,4,3,4,2,3,2,3,3,4,1,4,4,9,0
2,0,5,0,1,3,3,4,3,5,2,5,2,5,3,5,5,0,1
4,0,4,1,0,4,4,4,4,1,3,3,3,4,4,3,4,16,0
4,1,3,1,0,3,5,5,5,3,5,3,2,3,3,3,3,10,0
5,0,5,2,0,5,5,3,5,5,5,5,5,1,5,2,2,0,1
3,0,3,1,0,3,2,3,3,5,3,3,3,1,3,3,4,0,0
1,1,1,1,0,5,5,3,5,3,4,1,1,4,5,4,5,0,0
4,0,1,0,0,5,4,5,3,5,1,1,1,5,3,5,5,17,1
1,0,2,0,0,3,3,3,3,4,2,2,2,3,3,3,4,0,1
1,1,1,0,0,4,2,3,2,1,1,1,1,4,4,4,4,2,0
4,0,5,0,0,4,5,4,3,4,5,5,5,4,4,4,4,5,1
3,1,2,2,0,4,4,5,4,5,5,3,4,3,4,5,5,0,0
1,1,1,2,0,2,4,5,3,1,5,1,3,2,3,2,2,0,0
4,0,1,1,0,1,4,4,1,1,5,5,5,1,2,1,1,20,0
5,1,1,2,0,4,4,5,4,1,4,1,4,4,2,4,4,17,0
5,1,5,1,0,5,5,1,5,3,2,5,4,1,5,3,4,15,1
4,1,2,1,0,2,4,5,4,2,5,2,1,2,3,2,2,0,0
4,0,4,1,0,4,3,2,1,4,3,3,3,4,4,4,4,26,0
2,1,2,1,0,4,4,4,4,4,5,2,4,5,4,4,5,5,0
2,0,1,1,1,5,5,4,5,2,0,2,2,3,5,5,3,0,0
4,0,1,0,0,4,4,4,4,3,1,1,1,3,4,4,4,2,1
3,0,3,2,0,3,3,1,3,3,4,4,4,1,3,3,3,0,0
4,1,3,0,0,3,4,4,5,3,4,3,3,3,3,3,1,0,0
2,1,4,1,0,3,2,2,2,5,4,4,4,5,4,3,4,160,0
2,1,2,1,0,1,1,5,1,5,5,2,3,3,1,4,3,0,0
4,0,2,0,0,2,3,3,1,2,2,2,2,2,4,2,2,0,0
4,1,5,1,0,3,4,4,4,4,2,5,3,1,5,3,4,138,1
5,1,5,1,0,1,1,5,1,2,4,5,5,5,1,3,3,0,1
2,1,2,1,0,1,1,3,1,3,4,2,3,3,1,5,4,0,0
3,0,3,0,0,1,3,3,3,2,2,2,2,2,2,3,3,12,0
4,1,2,2,0,2,4,4,4,2,5,2,2,2,3,2,2,0,0
1,0,1,2,0,1,1,1,1,2,1,1,1,4,1,4,3,39,0
5,0,5,1,0,5,5,5,5,1,3,5,5,4,5,3,4,8,1
3,0,3,1,0,3,3,3,3,5,2,2,2,2,3,4,4,0,0
3,0,3,0,1,2,2,3,2,3,3,3,1,3,2,5,4,0,0
5,0,1,0,0,5,4,3,5,5,1,1,1,5,2,5,5,17,1
5,1,2,1,0,3,3,5,3,5,4,5,4,5,3,4,5,0,0
3,0,3,1,0,3,3,2,3,3,1,1,1,3,3,3,4,13,0
1,0,1,0,0,5,1,3,4,5,1,1,1,5,4,5,4,0,1
5,0,5,0,1,2,2,4,2,2,5,5,5,3,2,5,5,0,1
3,1,3,1,0,2,2,3,2,1,4,3,3,3,2,4,3,0,0
4,1,4,1,0,1,1,1,1,1,1,4,4,2,1,4,4,0,0
2,0,4,0,0,4,2,3,3,4,5,5,5,4,2,4,4,0,0
4,0,2,0,0,4,5,5,5,4,2,2,2,4,5,4,4,20,1
5,0,1,0,0,4,5,4,4,4,1,1,1,4,4,4,4,32,1
2,1,2,1,0,2,1,5,2,5,5,2,4,3,2,4,4,52,0
4,0,4,0,1,4,4,5,4,5,4,4,1,4,4,4,5,0,1
5,0,5,0,0,5,4,5,5,5,5,3,5,5,2,5,5,0,1
1,0,1,1,1,4,4,1,4,5,0,1,5,5,4,1,2,0,0
4,0,4,2,0,4,4,1,4,3,3,3,3,2,4,2,1,0,1
4,0,4,0,1,5,5,3,5,3,5,4,4,4,5,4,4,0,1
4,0,4,0,1,4,4,3,4,2,4,4,4,4,4,5,4,0,0
2,1,2,1,0,4,4,3,4,2,1,2,2,3,4,2,1,50,0
5,1,5,1,0,5,2,4,5,5,4,5,5,5,5,4,5,0,1
1,0,1,1,1,3,3,2,3,5,3,1,1,3,3,4,1,0,0
4,0,2,0,0,2,3,1,2,2,3,3,3,2,4,2,2,39,0
1,0,1,1,1,4,4,3,4,5,2,1,2,3,4,2,1,47,0
3,1,3,1,0,4,4,5,4,4,3,3,2,4,4,4,3,118,0
5,1,3,1,0,3,3,3,3,5,4,3,5,3,3,5,5,218,0
2,0,2,1,0,2,2,1,2,4,5,5,5,4,2,4,3,0,0
1,1,1,2,0,3,1,4,3,4,5,1,5,3,3,5,3,1,0
4,0,4,1,0,5,3,4,2,4,3,5,5,5,2,5,5,0,0
2,1,2,1,0,3,3,3,3,4,4,2,4,4,3,4,5,6,0
5,0,5,0,1,4,4,4,4,5,5,5,3,4,4,4,4,0,1
1,0,1,1,1,1,1,2,1,1,1,1,3,2,1,4,4,0,0
4,1,4,1,0,1,1,3,1,4,3,4,2,5,1,1,4,0,0
5,0,1,0,0,5,5,5,4,5,1,2,1,5,3,5,5,0,1
4,1,4,1,0,3,3,3,3,2,3,4,4,2,3,4,3,0,1
3,1,3,1,0,2,2,3,2,5,4,3,5,4,2,5,4,0,0
2,0,3,0,0,4,2,1,5,4,3,3,3,4,2,4,4,0,1
4,0,3,0,0,2,4,4,5,2,3,3,3,2,4,2,2,0,1
3,0,3,2,0,3,3,1,3,1,3,3,3,4,3,3,3,7,0
2,0,2,1,1,4,4,2,4,3,0,2,1,2,4,1,5,0,0
3,0,3,1,0,3,3,3,3,3,4,4,4,4,3,3,3,29,0
4,0,5,0,0,5,5,3,4,5,5,3,5,5,5,5,5,6,1
2,0,2,1,1,4,4,1,4,5,1,2,4,3,4,3,4,5,0
5,0,5,0,0,3,5,5,5,3,5,5,5,3,5,3,3,0,1
1,1,1,0,0,2,2,3,2,5,4,1,3,5,2,1,5,0,0
0,0,0,2,0,4,1,4,4,1,4,0,2,5,4,2,4,0,1
4,1,4,1,0,2,2,1,2,5,3,4,2,1,2,3,3,5,1
1,0,3,0,0,5,1,3,2,5,3,3,3,5,2,5,5,0,1
5,0,1,0,0,4,4,4,3,4,1,1,1,4,2,4,4,0,1
1,1,2,1,0,5,3,4,5,2,3,1,4,2,5,4,4,0,0
3,0,3,0,0,3,3,3,3,3,3,3,3,2,3,4,4,85,0
1,0,2,1,1,3,3,2,3,1,0,1,4,1,3,4,3,79,0
4,1,2,0,0,1,4,4,4,3,2,3,5,1,4,1,1,0,0
5,0,1,0,0,5,5,3,4,5,1,1,1,5,4,5,4,0,1
5,0,1,0,0,3,5,5,5,4,1,2,1,5,5,4,2,0,1
3,0,3,0,0,4,4,5,2,4,3,3,3,4,1,4,4,4,1
2,1,2,1,0,5,5,4,5,3,1,2,3,1,5,4,4,17,0
4,0,4,0,0,3,4,5,3,2,3,4,4,3,3,3,3,3,1
5,0,1,0,0,5,4,4,3,5,1,1,1,5,3,5,5,0,1
5,1,2,1,0,2,5,3,4,2,4,2,2,2,4,2,2,32,0
2,1,2,1,0,4,4,5,4,3,5,2,2,5,4,5,5,0,0
5,0,0,0,0,4,5,3,3,4,0,0,2,4,4,4,4,0,1
5,0,4,0,0,5,5,3,3,4,4,4,4,5,3,5,5,3,1
1,1,1,0,0,2,1,1,2,2,1,1,4,4,2,4,3,0,0
5,0,1,0,0,4,4,4,3,4,1,1,1,4,3,4,4,13,1
4,0,2,0,0,4,5,3,4,4,2,2,2,4,4,4,4,8,1
5,1,4,1,0,4,5,5,5,4,4,4,2,4,5,4,4,39,1
5,0,0,0,0,1,4,4,4,1,0,0,2,1,5,1,1,0,1
4,0,0,0,0,5,3,1,2,5,0,0,2,5,4,5,5,49,1
3,0,3,1,0,3,3,2,3,2,2,2,2,4,3,4,4,1,0
4,0,4,0,1,4,4,4,4,5,4,4,4,4,4,5,5,2,1
3,0,3,1,1,3,3,3,3,4,3,3,1,1,3,1,2,0,0
4,0,4,2,0,4,4,1,4,4,4,4,4,4,4,2,3,0,0
3,1,2,2,0,5,4,4,2,2,2,2,3,5,2,5,1,0,0
5,0,3,0,0,5,4,4,3,5,3,3,3,5,2,5,5,0,1
3,0,2,0,0,2,3,4,3,3,3,3,3,2,3,2,2,0,0
2,0,2,0,0,2,2,1,2,5,2,2,2,2,2,4,2,26,0
4,1,1,0,0,1,4,4,4,0,2,0,3,1,5,1,1,0,0
2,0,2,1,1,1,1,3,1,1,2,2,4,3,1,3,4,0,0
5,1,5,1,0,3,3,4,3,4,4,5,4,1,3,3,4,0,1
5,0,2,0,0,3,4,5,3,3,2,2,2,3,2,3,3,0,1
5,0,4,1,0,4,4,5,4,2,3,3,3,2,4,1,4,0,1
5,0,4,2,0,4,5,4,2,4,4,5,5,4,3,4,4,2,1
1,0,1,1,1,1,1,3,1,5,4,1,4,2,1,3,4,0,0
3,1,3,1,0,5,5,5,5,3,0,3,3,4,5,4,4,0,0
3,0,4,0,0,3,3,4,3,5,4,3,4,3,3,4,4,2,1
5,0,2,0,0,4,4,5,5,4,2,2,2,4,2,4,4,7,1
3,0,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,5,1
5,0,3,0,0,5,5,4,4,5,3,5,3,5,5,5,5,94,1
3,0,3,1,0,3,3,4,2,3,4,4,4,3,2,3,3,0,0
3,0,3,0,1,1,1,4,1,2,3,3,1,5,1,4,4,0,0
4,1,2,1,0,4,4,4,4,3,5,2,3,5,2,3,4,188,0
4,0,4,0,0,4,5,4,5,4,4,4,4,4,5,4,4,0,1
4,0,4,0,1,5,5,5,5,5,0,4,3,4,5,5,4,0,1
4,1,3,2,0,5,4,5,4,3,4,3,3,5,5,5,5,13,0
1,0,1,1,1,5,5,3,5,2,1,1,2,2,5,4,3,0,0
2,0,2,1,0,2,2,1,2,1,2,2,2,1,2,4,3,0,0
4,1,4,1,0,3,5,3,5,4,4,4,1,3,3,3,3,0,0
2,0,2,1,1,3,3,3,3,5,4,2,4,3,3,4,4,0,0
4,0,1,0,0,3,4,3,3,4,1,1,1,3,3,3,5,0,1
4,0,5,1,1,1,3,4,1,5,0,4,4,4,1,4,3,0,1
1,0,1,1,1,3,3,4,3,5,1,1,4,3,3,3,4,0,0
2,1,2,1,0,5,5,1,5,1,4,2,4,1,5,3,4,0,0
3,1,3,1,0,3,3,3,3,4,5,3,1,3,3,4,5,0,0
5,1,1,1,0,5,5,3,5,1,5,1,1,5,4,5,5,0,0
2,1,2,0,0,3,3,4,3,2,5,2,4,4,3,4,5,51,0
5,0,5,0,0,4,4,3,3,4,5,5,5,4,2,4,4,96,1
2,1,2,1,0,5,2,2,2,2,3,2,4,5,4,5,5,0,0
4,0,4,2,0,4,4,4,4,5,5,5,5,4,4,4,4,11,0
5,0,5,0,0,4,4,3,4,4,5,5,5,4,5,4,4,0,1
4,0,2,1,0,2,5,1,3,2,1,1,1,2,1,2,2,0,1
1,0,1,0,0,4,5,5,2,4,1,1,1,4,2,4,4,2,1
4,0,4,1,0,4,4,5,4,5,5,5,5,5,4,4,2,7,1
3,0,3,0,1,2,2,5,2,2,3,3,4,5,2,4,5,2,0
3,1,3,1,0,5,5,5,5,3,4,3,5,5,5,4,4,26,0
1,1,1,1,0,5,5,1,5,2,4,1,4,1,5,4,3,13,0
4,0,2,0,0,2,4,5,5,2,2,5,2,2,3,2,2,35,1
5,0,5,2,0,5,4,5,5,2,5,5,5,2,5,4,3,0,1
4,0,3,2,0,3,2,5,1,3,5,5,5,3,1,3,3,0,1
3,1,3,1,0,1,1,3,1,5,4,3,4,5,1,4,3,0,0
4,0,2,0,0,4,5,4,5,4,2,3,2,4,5,4,4,0,1
5,0,4,0,0,4,5,5,4,4,4,4,4,4,2,4,4,0,1
2,0,5,1,0,5,4,1,5,5,5,3,5,5,5,5,5,0,1
5,0,1,0,0,5,5,5,5,5,1,1,1,3,5,4,4,0,1
3,1,0,1,0,1,3,3,3,4,2,0,3,2,0,2,4,0,1
2,1,2,1,0,4,4,3,4,2,5,2,2,5,4,4,3,0,0
5,1,5,0,0,4,4,5,4,2,0,5,3,5,4,4,3,0,1
3,0,5,0,0,4,5,3,5,4,5,5,5,4,3,4,4,0,1
2,1,3,2,0,4,3,4,4,3,4,2,3,4,4,4,5,0,0
5,0,3,0,0,5,5,3,5,2,3,3,3,4,5,2,3,0,1
3,1,3,2,0,5,5,4,5,3,4,3,2,3,5,5,3,72,0
5,0,4,0,0,4,4,5,4,4,4,4,4,4,4,4,4,3,1
5,0,1,0,0,5,5,3,5,2,1,1,1,5,5,4,5,0,1
4,0,4,2,0,4,4,2,4,3,4,4,4,5,4,1,5,0,1
1,1,1,1,0,4,4,5,4,5,5,1,4,5,4,5,4,2,0
4,0,4,0,0,4,4,4,4,5,4,4,4,2,4,4,4,0,1
4,0,4,0,0,4,5,3,4,4,4,4,4,4,5,4,4,0,1
5,0,2,0,0,4,5,3,5,4,2,2,2,4,3,4,4,34,1
4,0,4,2,0,4,4,2,4,4,4,4,4,2,4,4,4,8,0
3,0,5,0,0,5,2,3,4,5,5,5,5,5,4,5,5,0,1
4,1,4,1,0,5,5,5,5,2,5,4,4,5,5,3,4,5,1
4,0,3,0,0,3,4,5,4,3,3,3,3,3,5,3,3,0,1
3,0,3,2,0,3,3,1,3,4,3,3,3,1,3,3,4,11,0
4,0,5,0,0,3,5,5,5,3,5,5,5,3,5,3,3,0,1
3,0,2,1,0,2,2,3,2,1,4,4,4,2,2,3,4,0,0
3,0,3,1,1,3,3,1,3,4,5,3,5,1,3,1,1,0,0
5,0,5,0,0,5,5,4,5,5,5,5,5,5,5,5,5,22,1
1,1,1,1,0,5,5,3,5,5,5,1,5,5,5,4,4,11,0
4,0,5,0,0,4,4,3,4,5,5,5,5,5,4,5,5,0,1
2,0,3,1,1,4,3,5,4,1,5,2,5,5,4,4,3,0,0
3,0,5,0,0,4,1,5,4,4,5,5,5,4,4,4,4,0,1
1,1,1,1,0,3,5,2,3,2,5,1,2,3,3,4,5,44,0
2,0,1,0,0,5,1,5,5,5,1,1,1,5,4,5,5,0,1
4,1,4,0,0,3,3,5,3,5,4,4,3,5,3,5,5,0,0
4,0,2,0,0,4,4,3,5,4,2,2,2,4,3,4,4,0,1
2,1,2,2,0,3,3,5,3,3,4,2,4,3,3,5,5,0,0
3,0,2,0,0,3,1,1,4,4,2,2,2,3,4,3,3,0,1
2,1,2,1,0,4,4,4,4,2,0,2,4,3,4,5,4,0,0
3,0,5,0,0,4,5,3,5,4,5,5,5,4,2,4,4,18,1
3,0,3,1,1,4,4,3,4,1,3,3,4,4,4,3,4,38,0
1,1,1,1,0,4,2,4,4,2,5,1,2,4,4,5,4,0,0
3,1,3,1,0,5,5,4,5,2,5,3,4,5,5,4,4,0,0
4,1,1,1,0,4,3,1,4,1,3,1,5,4,3,4,4,0,0
3,1,3,1,0,4,4,2,4,2,3,3,3,4,4,4,3,5,0
4,0,4,1,1,2,2,2,2,1,4,4,4,1,2,3,4,6,0
1,0,1,1,1,5,4,3,5,3,2,1,4,4,5,3,3,55,0
5,0,4,0,0,4,4,3,3,4,4,4,4,4,3,4,4,4,1
4,1,2,1,0,3,4,4,4,2,1,2,2,1,2,3,3,336,0
2,1,2,1,0,3,2,2,2,4,5,2,2,3,2,4,4,115,0
5,0,2,0,0,4,4,3,4,4,5,2,2,4,4,4,4,12,1
3,1,3,1,1,2,2,2,2,1,4,3,2,5,2,2,5,21,0
4,0,4,1,1,4,4,1,4,2,4,4,2,4,4,2,2,14,0
2,0,2,1,0,2,2,3,2,3,4,4,4,2,2,1,2,0,0
2,0,2,1,1,3,3,1,3,2,2,2,3,3,3,3,3,0,0
5,0,4,0,0,4,4,5,5,4,4,4,4,4,3,4,4,0,1
5,0,1,0,0,2,5,4,5,2,1,1,1,2,4,2,2,3,1
4,0,4,1,1,3,3,5,3,1,4,4,3,4,3,1,4,68,0
1,0,1,1,1,4,4,1,4,2,1,1,3,1,4,1,1,1,0
3,0,2,1,0,2,3,3,4,2,2,2,2,2,4,2,2,0,0
3,1,3,2,0,2,2,5,2,2,4,3,4,3,2,3,2,0,0
3,1,3,1,0,2,2,3,2,5,5,3,2,5,2,5,5,0,0
4,0,3,0,0,4,5,4,3,4,3,3,3,4,3,4,4,85,1
5,0,0,2,0,2,5,5,5,1,5,0,2,3,0,5,3,112,1
1,0,1,1,1,3,3,1,3,5,1,1,4,3,3,4,3,14,0
4,1,1,1,0,5,3,4,2,1,4,1,4,5,1,5,5,12,0
3,0,5,0,0,5,4,5,1,5,5,5,5,5,2,5,5,42,1
4,0,1,0,0,3,4,4,4,4,1,1,1,3,4,3,5,358,1
5,0,2,0,0,5,5,5,4,5,2,2,2,5,3,5,5,17,1
3,0,4,0,0,2,5,3,3,2,4,5,4,2,3,2,2,0,1
2,0,2,2,1,5,5,1,5,2,2,2,4,3,5,5,5,17,0
3,1,2,0,0,2,4,3,3,2,5,2,1,2,3,2,2,24,0
5,0,1,0,0,5,5,2,5,2,1,1,1,5,5,3,3,9,1
4,0,4,0,0,4,4,4,4,2,4,4,4,2,4,3,2,0,1
2,0,2,1,1,3,3,1,3,1,2,2,3,4,3,3,3,0,0
5,0,4,0,0,5,4,5,4,5,4,4,4,5,4,5,5,0,1
2,0,1,1,0,3,1,1,1,4,4,3,4,2,1,2,3,245,0
4,0,4,2,0,4,4,2,4,1,5,3,3,4,4,4,3,0,0
5,1,5,1,0,3,3,3,3,2,5,5,4,4,3,4,3,0,1
3,0,3,1,1,5,5,1,5,1,1,3,3,3,5,4,3,0,0
4,0,5,0,0,4,4,3,4,5,5,5,5,5,4,5,4,0,1
2,1,2,2,0,2,2,4,2,3,2,2,2,3,2,2,2,0,0
1,0,4,1,0,4,3,2,2,4,5,4,4,4,5,4,4,0,1
3,1,3,1,0,1,4,5,1,3,5,3,3,3,1,4,3,1,0
2,0,2,0,0,2,2,4,2,4,5,5,5,1,2,4,4,0,0
3,0,1,0,0,1,3,3,4,2,2,2,2,1,2,1,1,0,0
3,0,3,1,1,2,2,3,2,3,0,3,1,3,2,4,5,32,0
2,0,3,0,0,5,5,5,5,5,3,3,3,5,2,5,5,9,1
4,0,4,0,0,4,4,4,3,4,4,1,4,4,5,4,4,0,1
4,0,3,0,0,5,4,5,5,5,4,3,3,5,2,5,5,0,1
2,1,2,1,0,3,2,2,3,2,4,2,1,2,3,3,3,0,0
2,0,3,1,0,3,4,2,2,3,1,3,1,3,4,3,3,0,1
1,1,1,1,0,3,3,5,3,5,4,1,4,5,3,4,4,0,0
5,0,1,0,0,4,4,4,5,5,1,1,1,4,3,4,4,0,1
4,1,4,1,0,5,5,4,5,4,3,4,4,2,5,4,4,22,0
5,0,2,0,0,3,4,3,5,4,2,5,2,3,5,3,3,0,1
3,1,3,1,0,3,3,4,3,4,5,3,2,4,3,5,3,0,0
4,1,1,1,0,4,5,3,3,1,4,1,4,4,4,4,4,0,0
3,0,3,1,1,5,2,3,5,4,3,3,3,3,5,3,3,0,0
1,0,1,1,1,3,5,2,3,1,1,1,4,1,3,3,3,0,0
4,0,4,2,0,4,4,5,4,3,5,5,5,1,4,3,2,0,1
2,0,2,1,1,3,3,2,3,2,2,2,1,2,3,2,1,0,1
2,1,2,1,0,2,2,2,2,5,4,2,1,3,2,2,5,27,0
3,0,3,1,1,5,5,2,5,5,3,3,4,2,5,4,4,6,0
1,1,1,1,0,1,1,1,1,4,4,1,3,4,1,4,3,31,0
4,0,4,0,1,3,3,5,3,3,4,4,1,5,3,4,3,27,1
5,0,5,1,0,5,5,2,5,1,2,2,2,3,5,3,4,0,1
5,0,3,0,0,4,5,5,4,4,3,3,3,4,3,4,4,12,1
2,1,2,1,0,2,2,5,2,3,5,2,3,4,2,5,5,0,0
4,0,2,0,0,2,3,1,3,2,4,4,4,2,1,2,2,26,0
5,0,1,0,0,5,5,3,5,3,1,1,1,4,5,4,4,9,1
4,0,1,0,0,3,5,4,5,4,1,1,1,3,2,3,3,0,1
3,0,2,0,0,1,3,2,4,1,3,3,3,1,3,1,2,24,0
0,1,2,1,1,2,2,5,2,5,4,0,2,5,2,1,2,0,0
3,0,4,0,0,4,4,1,1,4,2,4,2,4,4,4,4,0,0
3,1,3,1,0,4,4,4,4,5,4,3,1,4,4,4,5,0,0
4,0,2,0,0,3,5,5,5,3,2,2,2,3,3,3,3,0,1
3,1,3,1,0,3,3,4,3,4,5,3,2,4,3,4,5,0,0
4,1,4,1,0,3,3,5,3,5,4,4,3,5,3,1,5,40,0
2,0,1,0,0,3,1,1,5,3,1,1,1,3,3,3,3,0,1
2,0,2,0,1,5,5,4,5,2,2,2,4,3,5,5,3,0,0
1,1,1,2,0,5,5,3,5,3,1,1,3,4,5,2,3,6,0
5,0,5,1,1,4,4,4,4,4,5,5,2,4,4,4,5,0,1
4,1,2,1,0,3,5,5,5,5,5,1,1,5,1,3,4,165,0
4,1,4,1,0,4,4,5,4,3,4,4,3,5,4,5,4,0,0
3,0,2,0,0,2,4,3,2,2,3,4,3,2,4,2,2,82,0
2,0,2,0,1,1,1,1,1,5,4,2,3,4,1,4,3,53,0
1,0,1,1,1,2,2,4,2,2,1,1,1,2,2,1,2,69,0
3,0,4,0,0,4,4,3,4,3,3,3,3,4,4,3,3,0,0
2,0,3,1,1,1,1,2,1,5,4,2,3,4,1,4,3,23,0
5,0,3,0,0,3,5,3,3,2,3,3,3,3,2,3,3,0,1
3,1,4,1,0,1,3,4,2,4,3,4,2,1,4,1,1,0,0
1,1,3,1,0,5,5,3,5,5,5,1,2,3,5,5,1,0,0
3,1,3,1,0,4,3,4,4,2,4,3,3,5,4,4,5,0,0
3,0,3,1,1,3,3,5,3,4,0,3,3,3,3,5,4,4,0
1,1,2,1,0,4,5,3,4,5,4,1,3,5,4,5,5,0,0
4,1,4,1,0,2,2,2,2,4,5,4,3,2,2,5,4,3,1
3,0,2,0,1,5,5,3,5,5,3,3,5,4,5,5,5,5,0
1,1,1,1,0,2,2,4,2,5,4,1,2,5,2,4,5,0,0
4,1,4,1,0,5,5,3,5,1,2,4,3,3,5,4,3,0,1
5,0,0,0,0,3,5,5,4,3,0,0,3,3,3,3,3,0,1
0,0,0,0,1,2,2,3,2,3,0,0,3,4,2,4,5,16,1
5,0,2,0,0,4,4,4,5,4,2,2,2,4,3,4,4,0,1
1,0,3,1,0,3,2,3,2,3,5,5,5,3,1,3,3,0,1
2,0,2,2,0,2,2,2,2,3,2,3,3,2,2,3,4,52,0
3,0,3,0,0,3,4,3,2,3,4,4,4,3,3,3,3,0,0
1,1,1,1,0,5,5,3,5,2,1,1,2,2,5,3,2,0,0
4,1,4,1,0,3,3,2,3,4,5,4,2,2,3,5,5,0,0
5,0,5,1,1,3,5,1,3,4,5,5,1,2,3,1,5,0,1
3,0,3,1,0,3,3,4,1,3,3,3,3,3,1,3,3,14,0
2,1,3,1,0,3,3,3,3,4,2,2,1,2,3,1,1,0,0
5,1,1,1,0,2,2,2,2,4,4,5,5,4,2,5,1,15,0
4,0,1,0,0,3,3,1,3,1,1,4,1,1,3,3,3,0,1
3,0,3,0,1,4,4,4,4,2,3,3,2,4,4,4,5,0,0
2,0,2,1,1,3,2,3,3,4,2,2,4,3,3,3,1,19,0
3,0,3,2,0,3,3,3,3,5,5,5,5,1,3,4,3,6,0
4,0,1,0,0,5,5,2,5,1,1,1,1,4,5,3,3,0,1
3,1,3,1,0,4,4,4,4,4,0,3,5,3,4,5,4,0,0
5,1,4,0,0,4,4,5,5,4,4,4,4,4,3,4,4,24,0
5,0,2,0,0,2,4,4,5,2,2,2,2,2,2,2,2,7,1
5,0,5,1,0,5,5,5,5,5,2,2,2,4,5,4,4,0,1
4,0,3,0,0,4,4,3,5,4,3,3,3,4,4,4,4,1,1
4,0,4,1,1,5,5,4,5,1,3,4,2,5,5,2,4,0,0
4,1,4,0,0,1,1,4,1,4,4,4,3,1,1,4,3,0,0
5,1,2,1,0,2,4,5,4,2,4,2,1,2,4,2,2,119,0
4,0,4,0,0,4,4,5,4,4,4,4,4,5,4,3,5,0,1
3,0,3,1,1,5,4,3,5,2,3,3,3,1,5,4,4,0,0
2,0,2,1,0,2,2,2,2,1,4,4,4,4,2,3,4,0,0
5,0,1,0,0,4,4,4,3,4,1,1,1,4,3,4,4,0,1
2,1,2,1,0,1,1,4,1,3,1,2,3,1,1,4,3,5,0
3,1,3,2,0,4,4,4,4,1,1,3,3,4,4,3,3,0,0
4,0,1,0,0,3,4,4,4,5,1,1,1,4,4,4,5,0,1
5,0,2,0,0,5,5,5,3,5,2,2,2,5,3,5,5,0,1
