,Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
36718,36718,26166,Female,disloyal Customer,22,Business travel,Eco,404,1,3,1,2,5,1,5,5,5,4,2,3,4,5,0,0.0,neutral or dissatisfied
58223,58223,123168,Male,disloyal Customer,23,Business travel,Eco,590,2,2,3,3,2,3,3,2,4,1,4,2,4,2,0,7.0,neutral or dissatisfied
53012,53012,118321,Female,disloyal Customer,22,Business travel,Eco,602,4,0,4,2,4,3,4,3,2,4,4,4,5,4,171,172.0,satisfied
50862,50862,99465,Male,disloyal Customer,23,Business travel,Business,307,4,0,4,4,3,4,3,3,5,3,4,5,4,3,0,3.0,satisfied
33300,33300,103799,Male,Loyal Customer,51,Business travel,Business,3993,3,3,3,3,3,4,5,4,4,4,4,3,4,5,24,11.0,satisfied
4728,4728,63508,Female,Loyal Customer,40,Business travel,Business,1009,5,5,5,5,5,4,5,3,3,3,3,4,3,4,3,4.0,satisfied
72546,72546,92587,Female,Loyal Customer,24,Business travel,Business,2158,1,1,1,1,5,5,5,5,4,4,4,3,4,5,0,0.0,satisfied
12478,12478,87624,Female,Loyal Customer,51,Business travel,Business,591,3,3,3,3,5,5,5,3,3,3,3,4,3,3,110,121.0,satisfied
37233,37233,55107,Male,Loyal Customer,58,Personal Travel,Eco,1346,3,4,3,4,5,3,5,5,1,4,4,1,4,5,16,17.0,neutral or dissatisfied
17261,17261,81963,Female,disloyal Customer,41,Business travel,Business,1535,1,1,1,4,5,1,5,5,3,4,5,5,4,5,0,0.0,neutral or dissatisfied
31939,31939,27397,Male,Loyal Customer,44,Business travel,Business,3031,3,3,3,3,4,3,3,5,5,5,5,3,5,4,0,2.0,satisfied
47461,47461,2928,Female,Loyal Customer,40,Business travel,Business,3711,4,4,4,4,2,4,5,4,4,4,4,5,4,4,7,0.0,satisfied
37275,37275,31702,Male,Loyal Customer,50,Personal Travel,Eco,853,3,1,3,3,1,3,5,1,3,1,4,1,4,1,38,17.0,neutral or dissatisfied
64242,64242,19108,Male,Loyal Customer,54,Business travel,Eco,323,4,3,3,3,4,4,4,4,4,2,2,5,5,4,0,0.0,satisfied
36508,36508,65912,Female,Loyal Customer,57,Business travel,Business,569,2,3,3,3,4,3,3,2,2,2,2,2,2,1,0,0.0,neutral or dissatisfied
33644,33644,44359,Female,Loyal Customer,18,Business travel,Eco,596,5,4,2,2,5,5,3,5,1,4,4,5,5,5,0,0.0,satisfied
68443,68443,51595,Female,Loyal Customer,35,Business travel,Eco,370,4,5,3,5,4,3,4,4,4,4,3,3,4,4,27,44.0,neutral or dissatisfied
78873,78873,117928,Female,Loyal Customer,26,Business travel,Business,2274,3,5,5,5,3,3,3,3,3,2,4,4,3,3,0,0.0,neutral or dissatisfied
74315,74315,17570,Female,Loyal Customer,58,Business travel,Eco,1034,5,3,1,1,3,1,1,5,5,5,5,3,5,2,41,30.0,satisfied
60921,60921,35825,Male,Loyal Customer,40,Business travel,Business,937,5,5,1,5,4,2,5,4,4,4,4,3,4,1,0,0.0,satisfied
32443,32443,128405,Male,Loyal Customer,58,Business travel,Eco,621,3,3,3,3,3,3,3,3,3,1,4,3,3,3,26,37.0,neutral or dissatisfied
78981,78981,101533,Female,Loyal Customer,53,Personal Travel,Eco,345,3,5,3,2,5,5,5,3,3,3,3,3,3,5,25,24.0,neutral or dissatisfied
95155,95155,3606,Female,Loyal Customer,56,Personal Travel,Eco,999,3,5,3,3,4,5,4,4,4,3,4,3,4,3,67,73.0,neutral or dissatisfied
13379,13379,99090,Male,Loyal Customer,40,Business travel,Business,3797,2,1,1,1,1,2,2,2,2,2,2,2,2,3,1,0.0,neutral or dissatisfied
74485,74485,57539,Female,Loyal Customer,14,Personal Travel,Eco,413,2,1,2,3,5,2,5,5,4,1,3,3,3,5,0,0.0,neutral or dissatisfied
63322,63322,8546,Male,Loyal Customer,42,Business travel,Business,109,0,5,0,2,5,5,5,4,4,4,4,4,4,4,9,8.0,satisfied
18600,18600,7415,Female,Loyal Customer,42,Business travel,Business,1742,1,1,1,1,4,5,5,4,4,4,4,5,4,4,108,107.0,satisfied
61528,61528,83676,Male,disloyal Customer,43,Business travel,Business,577,3,3,3,2,3,5,5,5,4,5,5,5,3,5,921,924.0,neutral or dissatisfied
74091,74091,91918,Male,disloyal Customer,42,Business travel,Eco,2475,2,2,2,4,1,2,1,1,3,4,3,1,3,1,0,0.0,neutral or dissatisfied
50910,50910,11734,Female,Loyal Customer,54,Business travel,Business,1815,4,4,4,4,2,5,5,4,4,4,4,3,4,3,0,0.0,satisfied
42456,42456,1395,Female,Loyal Customer,24,Personal Travel,Eco Plus,158,3,5,3,2,1,3,1,1,3,4,4,5,4,1,0,10.0,neutral or dissatisfied
69334,69334,7147,Female,Loyal Customer,49,Business travel,Business,2577,4,4,4,4,4,4,4,3,2,4,4,4,3,4,139,150.0,satisfied
51684,51684,4753,Male,Loyal Customer,65,Business travel,Business,2436,5,4,5,5,3,4,4,4,4,4,4,4,4,5,3,0.0,satisfied
7252,7252,100435,Female,Loyal Customer,69,Business travel,Eco Plus,1620,2,1,1,1,5,3,4,2,2,2,2,3,2,4,36,8.0,neutral or dissatisfied
11069,11069,73115,Female,Loyal Customer,8,Personal Travel,Eco,2174,0,1,0,4,4,0,4,4,2,1,3,3,4,4,1,0.0,satisfied
75579,75579,41318,Female,Loyal Customer,13,Personal Travel,Eco,802,5,5,5,3,1,5,1,1,3,2,4,3,4,1,88,86.0,satisfied
53851,53851,17912,Male,Loyal Customer,38,Business travel,Eco,900,4,4,4,4,4,4,4,4,1,2,3,1,3,4,0,10.0,neutral or dissatisfied
69841,69841,113363,Female,Loyal Customer,39,Business travel,Business,223,1,1,1,1,3,4,4,4,4,4,4,4,4,5,4,1.0,satisfied
46450,46450,646,Male,Loyal Customer,52,Business travel,Business,3811,0,0,0,4,5,4,4,3,3,3,3,3,3,4,0,0.0,satisfied
35519,35519,66472,Female,disloyal Customer,26,Business travel,Business,447,2,2,2,4,2,2,1,2,2,1,3,1,4,2,0,0.0,neutral or dissatisfied
39306,39306,61798,Female,Loyal Customer,28,Personal Travel,Eco,1379,3,5,2,5,5,2,2,5,3,5,4,4,5,5,24,19.0,neutral or dissatisfied
99571,99571,79936,Male,Loyal Customer,49,Business travel,Business,1767,1,1,1,1,4,5,5,4,4,4,4,4,4,5,0,0.0,satisfied
5947,5947,54220,Female,Loyal Customer,53,Business travel,Eco,1222,5,3,3,3,1,2,3,5,5,5,5,1,5,4,11,0.0,satisfied
69995,69995,54852,Female,Loyal Customer,33,Business travel,Business,3456,1,2,2,2,5,3,3,1,1,1,1,2,1,4,14,14.0,neutral or dissatisfied
49622,49622,80020,Male,Loyal Customer,34,Personal Travel,Eco,1076,3,4,3,2,5,3,5,5,4,1,1,5,1,5,0,8.0,neutral or dissatisfied
62225,62225,33712,Male,Loyal Customer,37,Personal Travel,Eco,805,2,4,2,3,2,2,4,2,1,1,2,1,4,2,0,0.0,neutral or dissatisfied
99659,99659,101039,Female,Loyal Customer,44,Personal Travel,Business,368,2,4,2,4,2,4,3,3,3,2,3,1,3,1,3,0.0,neutral or dissatisfied
2748,2748,78821,Male,Loyal Customer,40,Personal Travel,Eco,554,2,4,2,3,4,2,4,4,4,4,5,3,4,4,0,3.0,neutral or dissatisfied
51731,51731,7708,Female,disloyal Customer,24,Business travel,Eco,604,4,4,4,4,4,1,1,4,5,4,5,1,3,1,360,409.0,satisfied
31198,31198,53386,Female,Loyal Customer,54,Personal Travel,Eco,1452,1,2,1,4,1,4,4,4,5,3,3,4,1,4,162,156.0,neutral or dissatisfied
67510,67510,115384,Male,Loyal Customer,37,Business travel,Business,2117,4,4,4,4,5,4,4,4,4,4,4,5,4,4,3,1.0,satisfied
98144,98144,59586,Male,Loyal Customer,28,Business travel,Business,787,1,2,2,2,1,1,1,1,1,3,2,2,2,1,2,29.0,neutral or dissatisfied
54940,54940,30061,Female,Loyal Customer,23,Business travel,Business,261,5,5,5,5,5,5,5,5,1,1,1,2,5,5,0,3.0,satisfied
32328,32328,98289,Female,Loyal Customer,28,Personal Travel,Eco,1072,1,2,1,3,5,1,5,5,2,3,2,3,2,5,13,0.0,neutral or dissatisfied
1647,1647,4517,Female,disloyal Customer,20,Business travel,Eco,435,3,2,3,3,5,3,5,5,1,3,3,1,4,5,0,0.0,neutral or dissatisfied
13725,13725,44008,Male,Loyal Customer,53,Business travel,Eco,397,4,2,1,1,4,4,4,4,2,4,3,2,3,4,0,0.0,neutral or dissatisfied
101638,101638,35479,Male,Loyal Customer,48,Personal Travel,Eco,1076,1,5,1,4,2,1,2,2,3,4,5,3,4,2,0,0.0,neutral or dissatisfied
1082,1082,90203,Male,Loyal Customer,14,Personal Travel,Eco,1127,4,4,4,2,5,4,3,5,5,2,5,4,5,5,0,3.0,satisfied
67354,67354,58870,Male,Loyal Customer,36,Business travel,Business,2934,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,7.0,satisfied
46995,46995,127670,Male,Loyal Customer,36,Business travel,Eco,2153,4,1,1,1,4,4,4,4,1,1,2,4,1,4,0,2.0,neutral or dissatisfied
30752,30752,39870,Female,Loyal Customer,57,Personal Travel,Eco,272,4,0,4,1,3,4,5,3,3,4,3,4,3,3,0,0.0,satisfied
95211,95211,129669,Male,Loyal Customer,40,Business travel,Business,3682,4,2,4,4,5,5,5,4,4,4,4,4,4,4,0,0.0,satisfied
15700,15700,36758,Female,Loyal Customer,31,Business travel,Business,2602,3,3,3,3,4,4,4,2,3,4,2,4,3,4,19,21.0,satisfied
40772,40772,115825,Female,disloyal Customer,25,Business travel,Eco,404,5,0,5,4,2,5,2,2,5,2,3,5,3,2,3,0.0,satisfied
58381,58381,60618,Male,disloyal Customer,38,Business travel,Business,1201,4,4,4,1,4,4,1,4,3,5,4,5,5,4,0,0.0,satisfied
58958,58958,77192,Female,Loyal Customer,23,Personal Travel,Eco,290,2,5,2,1,3,2,2,3,5,5,4,3,5,3,0,0.0,neutral or dissatisfied
60418,60418,49438,Female,Loyal Customer,43,Business travel,Eco,421,5,1,1,1,1,1,5,3,3,5,3,4,3,5,0,0.0,satisfied
13375,13375,48886,Female,Loyal Customer,41,Business travel,Business,2529,0,5,0,1,1,2,1,5,5,3,3,4,5,4,0,0.0,satisfied
69145,69145,119655,Female,Loyal Customer,25,Business travel,Eco,507,3,3,3,3,3,3,2,3,3,5,4,1,3,3,73,63.0,neutral or dissatisfied
73703,73703,99941,Female,disloyal Customer,23,Business travel,Business,2237,0,0,0,2,2,0,2,2,3,2,5,5,4,2,0,0.0,satisfied
12516,12516,68557,Male,Loyal Customer,34,Business travel,Business,2136,4,4,5,4,1,4,4,4,4,4,4,4,4,3,5,0.0,neutral or dissatisfied
43376,43376,35905,Male,Loyal Customer,41,Business travel,Business,2248,1,1,1,1,4,4,4,4,4,4,4,5,4,4,12,0.0,satisfied
2355,2355,7004,Female,Loyal Customer,22,Business travel,Business,436,1,1,1,1,2,2,2,2,3,4,4,3,3,2,57,47.0,satisfied
95234,95234,94332,Female,Loyal Customer,45,Business travel,Business,2141,0,0,0,3,5,5,4,2,2,5,5,4,2,3,70,62.0,satisfied
89230,89230,8833,Male,Loyal Customer,47,Business travel,Business,3678,2,5,2,2,3,5,4,3,3,3,3,4,3,3,2,20.0,satisfied
1491,1491,60691,Male,disloyal Customer,30,Business travel,Business,1605,3,2,2,3,1,2,1,1,4,5,4,3,5,1,9,1.0,neutral or dissatisfied
6712,6712,14974,Female,disloyal Customer,32,Business travel,Eco,927,2,2,2,4,1,2,1,1,4,1,3,2,4,1,8,19.0,neutral or dissatisfied
11057,11057,56818,Male,disloyal Customer,35,Business travel,Eco,1605,2,2,2,2,3,2,4,3,1,1,2,4,3,3,114,104.0,neutral or dissatisfied
95312,95312,111549,Male,disloyal Customer,24,Business travel,Eco,883,3,3,3,1,2,3,2,2,3,4,5,5,5,2,61,44.0,neutral or dissatisfied
25932,25932,78117,Male,Loyal Customer,29,Business travel,Business,1619,3,3,3,3,5,5,5,5,4,2,3,3,4,5,0,0.0,satisfied
36222,36222,88040,Male,Loyal Customer,45,Business travel,Business,2628,3,3,3,3,5,5,4,4,4,4,4,5,4,3,109,116.0,satisfied
73491,73491,90042,Male,Loyal Customer,24,Business travel,Business,3080,1,1,1,1,5,5,5,5,5,5,5,5,5,5,2,15.0,satisfied
18017,18017,78614,Male,Loyal Customer,41,Business travel,Business,1426,3,3,3,3,2,5,5,5,5,4,5,3,5,4,0,0.0,satisfied
40747,40747,9820,Female,Loyal Customer,40,Business travel,Business,2590,1,1,1,1,3,4,4,5,5,5,5,3,5,5,11,0.0,satisfied
100615,100615,102315,Female,Loyal Customer,33,Business travel,Business,3381,1,2,2,2,4,3,4,1,1,1,1,1,1,3,0,0.0,neutral or dissatisfied
33889,33889,13356,Female,disloyal Customer,56,Business travel,Eco,348,3,5,3,3,3,2,2,5,1,2,4,2,1,2,221,215.0,neutral or dissatisfied
32309,32309,18858,Female,Loyal Customer,57,Business travel,Eco,551,5,1,1,1,1,3,5,5,5,5,5,1,5,5,0,0.0,satisfied
45809,45809,112510,Female,Loyal Customer,9,Personal Travel,Eco,948,1,1,2,3,1,2,1,1,2,1,4,3,3,1,1,0.0,neutral or dissatisfied
53735,53735,38037,Male,disloyal Customer,22,Business travel,Eco,1121,2,3,3,3,1,3,1,1,5,4,4,2,1,1,54,37.0,neutral or dissatisfied
63211,63211,106026,Male,Loyal Customer,44,Business travel,Business,2295,3,3,3,3,1,3,2,3,3,3,3,1,3,2,7,23.0,neutral or dissatisfied
36440,36440,103525,Female,Loyal Customer,60,Personal Travel,Business,967,4,4,4,1,3,5,5,4,4,4,4,5,4,3,3,0.0,neutral or dissatisfied
7448,7448,65190,Female,Loyal Customer,64,Personal Travel,Eco,551,3,5,3,5,3,1,2,3,3,3,3,3,3,2,97,95.0,neutral or dissatisfied
68281,68281,29041,Male,Loyal Customer,19,Personal Travel,Eco,954,5,4,5,3,5,4,5,5,5,3,5,5,5,5,0,4.0,satisfied
55609,55609,67578,Female,disloyal Customer,54,Business travel,Business,1235,4,4,4,2,1,4,1,1,3,4,4,3,4,1,38,17.0,satisfied
53643,53643,106797,Female,disloyal Customer,20,Business travel,Eco,977,1,1,1,4,3,1,3,3,2,4,3,2,4,3,0,0.0,neutral or dissatisfied
47264,47264,98886,Male,Loyal Customer,50,Personal Travel,Eco,991,3,4,3,3,5,3,5,5,5,2,4,5,5,5,25,12.0,neutral or dissatisfied
63058,63058,126489,Female,Loyal Customer,19,Personal Travel,Eco,1849,3,5,3,4,5,3,5,5,5,4,4,1,4,5,45,42.0,neutral or dissatisfied
100498,100498,32015,Male,Loyal Customer,34,Business travel,Business,1525,5,5,5,5,4,3,2,5,5,5,5,2,5,2,0,0.0,satisfied
36848,36848,56291,Female,disloyal Customer,28,Business travel,Business,2227,1,1,1,2,2,1,2,2,3,2,4,4,5,2,0,0.0,neutral or dissatisfied
65497,65497,57626,Male,Loyal Customer,57,Business travel,Business,3263,5,5,5,5,3,4,4,5,5,5,5,5,5,4,1,0.0,satisfied
98990,98990,101423,Female,Loyal Customer,56,Business travel,Business,345,3,3,3,3,2,4,5,4,4,4,4,4,4,4,0,0.0,satisfied
68620,68620,653,Male,disloyal Customer,27,Business travel,Business,482,4,4,4,2,2,4,2,2,3,2,4,3,5,2,0,0.0,satisfied
43082,43082,86544,Male,Loyal Customer,28,Personal Travel,Eco,762,3,5,3,3,5,3,5,5,5,4,5,4,4,5,1,9.0,neutral or dissatisfied
102698,102698,65188,Female,Loyal Customer,56,Personal Travel,Eco,247,4,1,4,4,3,3,4,4,4,4,4,4,4,2,0,0.0,neutral or dissatisfied
907,907,35145,Male,Loyal Customer,58,Business travel,Eco,950,5,4,4,4,5,5,5,5,3,2,4,3,4,5,0,25.0,satisfied
17457,17457,64265,Female,disloyal Customer,28,Business travel,Business,1192,5,5,5,2,3,5,3,3,4,3,4,3,5,3,0,0.0,satisfied
19959,19959,109020,Male,Loyal Customer,55,Business travel,Business,3680,4,4,4,4,5,5,5,5,5,5,5,4,5,5,0,23.0,satisfied
27364,27364,46071,Male,Loyal Customer,49,Business travel,Business,541,4,4,4,4,4,5,5,4,4,4,4,2,4,3,0,0.0,satisfied
38049,38049,80859,Male,Loyal Customer,49,Personal Travel,Eco,692,3,4,3,5,4,3,4,4,5,4,4,3,4,4,0,0.0,neutral or dissatisfied
24397,24397,2484,Male,Loyal Customer,21,Business travel,Business,1379,1,1,1,1,4,4,4,4,4,3,4,3,4,4,0,0.0,satisfied
37389,37389,99507,Male,Loyal Customer,25,Personal Travel,Eco,307,2,2,2,2,5,2,5,5,2,5,2,2,2,5,0,0.0,neutral or dissatisfied
38321,38321,52445,Male,Loyal Customer,58,Personal Travel,Eco,369,1,1,1,2,2,1,2,2,1,1,2,1,1,2,0,0.0,neutral or dissatisfied
14999,14999,115472,Female,disloyal Customer,27,Business travel,Eco,404,2,2,2,2,1,2,1,1,3,3,3,2,3,1,33,20.0,neutral or dissatisfied
65942,65942,24432,Male,Loyal Customer,15,Personal Travel,Eco,634,3,4,3,4,5,3,5,5,3,1,3,4,3,5,0,18.0,neutral or dissatisfied
13961,13961,6364,Male,Loyal Customer,18,Business travel,Business,2336,2,2,4,2,4,4,4,4,4,4,4,5,4,4,0,0.0,satisfied
40168,40168,90890,Male,disloyal Customer,43,Business travel,Eco,406,3,4,4,3,5,4,3,5,2,2,3,4,3,5,0,2.0,neutral or dissatisfied
58890,58890,10770,Female,Loyal Customer,34,Business travel,Business,2596,1,1,1,1,5,5,4,4,4,4,4,5,4,3,57,53.0,satisfied
62578,62578,23180,Male,Loyal Customer,60,Personal Travel,Eco,300,4,5,4,2,2,4,1,2,3,5,1,1,5,2,0,6.0,neutral or dissatisfied
39038,39038,120487,Male,Loyal Customer,68,Personal Travel,Eco,449,2,2,2,2,2,2,2,2,2,3,2,4,2,2,13,13.0,neutral or dissatisfied
13762,13762,41959,Female,Loyal Customer,26,Business travel,Business,3378,5,5,3,5,5,5,5,5,1,2,1,1,1,5,0,0.0,satisfied
4011,4011,62597,Male,Loyal Customer,39,Business travel,Eco,226,3,3,3,3,3,3,3,3,1,4,4,3,4,3,4,0.0,neutral or dissatisfied
5817,5817,60002,Male,Loyal Customer,40,Personal Travel,Eco,1023,4,5,4,5,3,4,3,3,5,5,2,2,1,3,0,0.0,neutral or dissatisfied
84548,84548,91240,Male,Loyal Customer,53,Personal Travel,Eco,404,1,2,1,4,4,1,4,4,4,2,3,4,3,4,0,0.0,neutral or dissatisfied
94112,94112,121514,Female,disloyal Customer,34,Business travel,Business,912,4,4,4,5,4,4,4,4,3,2,4,5,5,4,0,1.0,neutral or dissatisfied
75929,75929,30726,Male,Loyal Customer,52,Business travel,Business,1727,4,4,3,4,3,1,5,4,4,4,4,5,4,3,0,5.0,satisfied
10676,10676,53596,Female,Loyal Customer,29,Business travel,Eco,3801,4,4,4,4,4,4,4,3,1,4,1,4,5,4,0,0.0,satisfied
65243,65243,71097,Male,Loyal Customer,16,Personal Travel,Eco Plus,802,3,5,3,3,2,3,2,2,4,5,5,3,1,2,13,21.0,neutral or dissatisfied
36092,36092,60360,Male,Loyal Customer,68,Personal Travel,Business,1452,2,4,2,5,4,3,5,2,2,2,2,5,2,4,0,0.0,neutral or dissatisfied
3115,3115,107883,Female,disloyal Customer,55,Business travel,Business,228,3,3,3,5,3,3,3,3,5,4,5,5,5,3,0,0.0,neutral or dissatisfied
87877,87877,2778,Male,disloyal Customer,44,Business travel,Business,764,1,1,1,3,1,1,1,1,5,3,5,5,4,1,16,26.0,neutral or dissatisfied
31496,31496,102610,Female,disloyal Customer,38,Business travel,Business,386,3,3,3,3,4,3,4,4,4,4,5,4,5,4,0,5.0,neutral or dissatisfied
27945,27945,43083,Female,Loyal Customer,28,Personal Travel,Eco,236,1,5,1,2,2,1,3,2,5,5,4,5,5,2,8,17.0,neutral or dissatisfied
48193,48193,23638,Male,Loyal Customer,11,Personal Travel,Eco,911,2,2,3,2,4,3,4,4,1,2,3,1,3,4,0,0.0,neutral or dissatisfied
75492,75492,43373,Female,Loyal Customer,16,Personal Travel,Eco,387,2,4,2,3,3,2,3,3,4,5,5,5,5,3,0,0.0,neutral or dissatisfied
1876,1876,66058,Male,Loyal Customer,66,Business travel,Business,3829,3,5,5,5,3,3,3,3,3,3,3,1,3,3,42,41.0,neutral or dissatisfied
97598,97598,13850,Male,Loyal Customer,65,Personal Travel,Eco Plus,602,4,2,4,4,4,4,4,4,4,3,4,4,4,4,5,1.0,neutral or dissatisfied
38094,38094,16431,Female,Loyal Customer,29,Business travel,Eco,529,5,4,4,4,5,5,5,5,2,3,4,2,4,5,0,0.0,satisfied
91430,91430,84316,Female,Loyal Customer,41,Business travel,Business,3912,2,2,2,2,5,5,5,4,4,4,4,3,4,3,13,69.0,satisfied
95697,95697,4387,Male,Loyal Customer,9,Personal Travel,Eco,607,4,4,4,2,1,4,1,1,4,2,5,3,5,1,2,17.0,neutral or dissatisfied
46124,46124,55881,Female,Loyal Customer,28,Business travel,Business,733,1,1,1,1,4,4,4,4,4,2,5,4,4,4,0,0.0,satisfied
95514,95514,69089,Male,Loyal Customer,35,Personal Travel,Eco,1389,3,1,2,4,5,2,5,5,2,2,4,2,4,5,0,0.0,neutral or dissatisfied
74988,74988,118399,Female,Loyal Customer,47,Business travel,Business,369,1,3,3,3,4,3,3,1,1,1,1,3,1,1,57,52.0,neutral or dissatisfied
35983,35983,129528,Female,Loyal Customer,57,Business travel,Business,2583,5,1,5,5,3,5,5,5,5,5,5,4,5,5,0,0.0,satisfied
43016,43016,2476,Male,Loyal Customer,44,Personal Travel,Eco Plus,773,4,3,4,3,1,4,1,1,3,3,4,4,4,1,0,12.0,neutral or dissatisfied
67726,67726,110388,Male,disloyal Customer,25,Business travel,Eco,883,4,4,4,3,2,4,2,2,1,2,3,1,4,2,0,9.0,neutral or dissatisfied
78205,78205,101649,Female,Loyal Customer,16,Personal Travel,Eco,1749,3,1,3,3,2,3,2,2,3,2,2,1,3,2,0,0.0,neutral or dissatisfied
12573,12573,15128,Female,Loyal Customer,25,Business travel,Eco,912,4,4,4,4,4,4,4,4,1,5,1,1,1,4,0,0.0,satisfied
69524,69524,127698,Female,disloyal Customer,23,Business travel,Eco,1178,1,1,1,3,3,1,3,3,1,3,2,3,4,3,0,0.0,neutral or dissatisfied
1884,1884,85212,Female,disloyal Customer,21,Business travel,Eco,689,3,3,3,3,5,3,5,5,3,1,3,4,4,5,0,0.0,neutral or dissatisfied
74938,74938,110611,Male,Loyal Customer,22,Business travel,Eco Plus,551,2,1,1,1,2,2,1,2,2,2,4,2,4,2,17,8.0,neutral or dissatisfied
96259,96259,59110,Female,Loyal Customer,19,Personal Travel,Eco,1846,1,2,1,3,5,1,2,5,2,3,2,4,3,5,4,0.0,neutral or dissatisfied
94462,94462,21152,Female,Loyal Customer,34,Business travel,Business,3549,4,4,4,4,2,4,5,5,5,5,5,4,5,4,0,0.0,satisfied
16814,16814,79932,Female,Loyal Customer,56,Business travel,Eco,1010,4,4,4,4,1,4,4,4,4,4,4,2,4,2,0,7.0,neutral or dissatisfied
27595,27595,64478,Male,disloyal Customer,27,Business travel,Business,551,5,5,5,3,1,5,1,1,3,3,4,4,4,1,0,0.0,satisfied
67094,67094,48066,Male,Loyal Customer,56,Business travel,Business,3989,1,1,4,1,2,5,4,5,5,4,5,3,5,4,6,4.0,satisfied
32366,32366,4238,Male,Loyal Customer,64,Business travel,Business,3888,3,4,4,4,3,4,3,3,3,3,3,4,3,4,0,0.0,neutral or dissatisfied
34985,34985,88093,Female,Loyal Customer,36,Business travel,Business,223,4,4,4,4,5,5,4,5,5,5,5,3,5,5,3,4.0,satisfied
74439,74439,24285,Male,Loyal Customer,15,Personal Travel,Eco,134,1,0,1,3,5,1,2,5,4,2,5,3,5,5,0,0.0,neutral or dissatisfied
55161,55161,117897,Female,disloyal Customer,27,Business travel,Business,255,2,2,2,1,5,2,5,5,5,5,5,3,5,5,0,6.0,neutral or dissatisfied
75444,75444,11270,Male,Loyal Customer,70,Personal Travel,Eco,316,4,0,5,4,2,5,2,2,5,5,4,4,5,2,0,0.0,neutral or dissatisfied
13079,13079,6831,Male,Loyal Customer,69,Personal Travel,Eco,224,2,3,2,4,2,2,1,2,2,5,2,5,1,2,0,0.0,neutral or dissatisfied
70434,70434,116033,Female,Loyal Customer,11,Personal Travel,Eco,296,2,3,2,4,2,2,2,2,4,2,4,4,4,2,0,0.0,neutral or dissatisfied
101921,101921,7576,Male,Loyal Customer,28,Business travel,Business,2368,4,4,3,4,4,4,4,4,5,3,4,4,5,4,0,0.0,satisfied
90525,90525,53034,Male,Loyal Customer,44,Business travel,Eco,1208,1,2,2,2,1,1,1,1,3,5,3,4,4,1,0,0.0,neutral or dissatisfied
21539,21539,43645,Male,Loyal Customer,33,Business travel,Business,1609,3,5,3,3,5,5,5,5,4,3,4,4,4,5,0,0.0,satisfied
37871,37871,77911,Female,Loyal Customer,16,Personal Travel,Eco,610,3,5,3,4,3,3,3,3,4,2,4,3,4,3,5,0.0,neutral or dissatisfied
26729,26729,55514,Male,disloyal Customer,27,Business travel,Business,991,2,2,2,5,3,2,3,3,4,5,5,3,4,3,1,0.0,neutral or dissatisfied
22141,22141,107540,Female,Loyal Customer,42,Business travel,Business,1680,4,1,4,4,5,4,4,4,4,4,4,3,4,5,33,18.0,satisfied
18494,18494,7127,Male,Loyal Customer,41,Business travel,Business,2231,2,2,2,2,2,4,5,5,5,5,5,5,5,4,12,4.0,satisfied
29854,29854,11691,Male,Loyal Customer,47,Business travel,Business,395,5,5,5,5,3,5,5,5,5,5,5,4,5,4,69,52.0,satisfied
55617,55617,36950,Male,Loyal Customer,45,Personal Travel,Business,901,3,3,3,1,5,4,2,3,3,3,3,4,3,2,0,29.0,neutral or dissatisfied
97114,97114,13424,Female,disloyal Customer,62,Business travel,Eco,409,2,0,2,4,4,2,3,4,4,1,2,3,1,4,0,0.0,neutral or dissatisfied
42489,42489,37826,Female,Loyal Customer,12,Personal Travel,Business,937,3,5,3,3,1,3,1,1,5,5,5,4,5,1,12,0.0,neutral or dissatisfied
72201,72201,94664,Male,disloyal Customer,35,Business travel,Eco,323,3,1,3,2,5,3,5,5,4,5,3,3,2,5,3,12.0,neutral or dissatisfied
41023,41023,91906,Female,disloyal Customer,27,Business travel,Business,1277,0,0,0,2,5,0,5,5,3,3,5,3,5,5,0,0.0,satisfied
60651,60651,61458,Female,Loyal Customer,53,Business travel,Business,2419,4,4,4,4,2,5,4,4,4,4,4,4,4,3,0,0.0,satisfied
64153,64153,129641,Male,Loyal Customer,48,Business travel,Business,3948,5,5,5,5,4,4,5,5,5,5,5,4,5,5,0,0.0,satisfied
9658,9658,54219,Female,Loyal Customer,57,Personal Travel,Business,1222,3,4,3,4,5,3,3,2,2,3,2,4,2,1,16,0.0,neutral or dissatisfied
49142,49142,17314,Male,Loyal Customer,33,Business travel,Eco,403,3,3,3,3,3,3,3,3,1,4,3,4,3,3,0,0.0,neutral or dissatisfied
84765,84765,118217,Male,Loyal Customer,58,Business travel,Business,735,1,1,1,1,3,5,4,2,2,3,2,5,2,3,0,0.0,satisfied
415,415,98247,Female,Loyal Customer,39,Business travel,Business,2442,5,4,5,5,2,4,4,4,4,4,4,4,4,4,80,86.0,satisfied
69707,69707,124887,Female,Loyal Customer,34,Business travel,Business,728,1,1,1,1,3,5,5,4,4,4,4,3,4,5,0,0.0,satisfied
