OverallQual,GrLivArea,GarageArea,FireplaceQu,BsmtFinType2,TotalBsmtSF,GarageQual,LandSlope,TotRmsAbvGrd,2ndFlrSF,BsmtFinSF1,ExterQual,1stFlrSF,BsmtQual,YearRemodAdd,KitchenQual,GarageCond,YearBuilt,SaleType,LotFrontage,GarageYrBlt,YearRemodAdd_age_in_years,LotArea,BsmtFullBath,CentralAir,GarageCars,KitchenAbvGr,FullBath,Fireplaces,BsmtFinSF2,HeatingQC,MSSubClass,WoodDeckSF,OpenPorchSF,OverallCond,SaleCondition,FireplaceQu_Missing_Flag,BedroomAbvGr,MoSold,ScreenPorch,LowQualFinSF,HalfBath,BsmtUnfSF,EnclosedPorch,YrSold,MiscVal,YrSold_age_in_years,3SsnPorch,SalePrice
8,2622,712,4,5,1463,4,0,9,1122,1032,2,1500,0,1995,2,4,1994,8,98.0,1994.0,27,12256,1,1,2,1,2,2,0,0,60,186,32,5,4,0,3,4,0,0,1,431,0,2010,0,12,0,325000
7,1442,719,4,5,910,4,0,6,0,738,2,1442,2,1991,2,4,1990,8,114.0,1990.0,31,10357,1,1,2,1,2,1,0,2,20,0,244,5,4,0,3,5,0,0,0,172,0,2007,0,15,0,179900
7,2021,422,2,5,868,4,0,9,1134,0,2,887,0,2006,2,4,2006,6,168.0,2006.0,16,23257,0,1,2,1,2,1,0,0,60,0,100,5,5,0,3,9,0,0,1,868,0,2006,0,16,0,274725
6,1690,463,4,5,924,4,0,7,742,0,3,948,2,2000,3,4,2000,8,20.0,2000.0,22,8063,0,1,2,1,2,1,0,0,60,100,48,5,0,0,3,11,0,0,1,924,0,2007,0,15,0,181000
8,1836,862,2,5,1836,4,0,7,0,1039,2,1836,0,2005,2,4,2004,8,107.0,2004.0,17,11362,1,1,3,1,2,1,0,0,20,125,185,5,4,0,3,3,0,0,0,797,0,2009,0,13,0,280000
6,1658,431,4,5,773,4,0,8,885,219,3,773,2,1996,3,4,1995,8,20.0,1995.0,26,8000,1,1,2,1,2,1,0,2,60,224,84,5,4,0,3,6,0,0,1,554,0,2008,0,14,0,188000
7,1964,483,2,5,803,4,0,8,866,403,3,1098,3,1976,3,4,1976,8,80.0,1976.0,46,10480,0,1,2,1,2,1,0,4,60,0,69,6,4,0,4,9,0,0,1,400,0,2008,0,14,0,205000
5,816,308,-1,5,816,4,0,5,0,708,3,816,3,1957,3,4,1957,8,73.0,1957.0,65,7100,1,1,1,1,1,0,0,4,20,0,0,7,4,1,2,7,0,0,0,108,0,2006,0,16,0,129900
5,1008,240,-1,5,1008,4,0,6,0,643,3,1008,3,2006,2,4,1953,8,66.0,1953.0,16,8923,1,1,1,1,1,0,0,2,20,0,18,7,4,1,2,5,0,0,0,365,0,2007,0,15,0,134500
5,833,326,-1,5,833,4,0,4,0,415,3,833,3,2000,2,4,1954,8,90.0,1955.0,22,5400,0,1,1,1,1,0,0,0,20,0,0,7,4,1,2,8,0,0,0,418,0,2006,0,16,0,117000
8,1734,928,2,5,1734,4,0,7,0,1004,2,1734,0,2007,0,4,2007,6,93.0,2007.0,15,12085,1,1,3,1,2,1,0,0,20,0,0,5,5,0,3,11,0,0,0,730,0,2007,0,15,0,318000
8,1419,527,4,5,408,4,0,7,640,353,2,779,2,2002,2,4,2002,8,20.0,2002.0,20,7750,1,1,2,1,2,1,0,0,80,120,0,5,4,0,3,3,0,0,1,55,0,2009,0,13,0,184100
5,894,450,-1,5,894,4,0,5,0,702,3,894,3,2003,2,4,1967,8,57.0,1967.0,19,9764,1,1,2,1,1,0,0,0,20,0,0,7,4,1,3,5,0,0,0,192,0,2008,0,14,0,130000
5,1601,300,-1,5,533,4,0,6,580,0,3,1021,3,1987,3,4,1958,8,85.0,1958.0,35,13825,0,1,1,1,1,0,0,4,80,280,34,6,4,1,3,12,0,0,0,533,0,2008,0,14,0,140000
5,1040,286,-1,5,1040,4,0,6,0,369,3,1040,3,1959,3,4,1959,8,70.0,1959.0,63,7560,0,1,1,1,1,0,0,4,20,140,0,5,4,1,3,7,0,0,0,671,252,2006,0,16,0,133700
6,1012,308,2,5,1012,4,1,6,0,0,3,1012,3,1950,3,4,1920,8,59.0,1920.0,72,8263,0,1,1,1,1,1,0,4,30,0,22,5,4,0,2,5,0,0,0,1012,112,2007,0,15,0,118400
7,1552,782,-1,5,1552,4,0,7,0,24,2,1552,2,2006,2,4,2005,6,84.0,2005.0,16,10084,0,1,3,1,2,0,0,0,20,144,20,5,5,1,3,7,0,0,0,1528,0,2006,0,16,0,212900
4,960,288,-1,5,672,4,0,5,0,0,3,960,3,1956,3,4,1956,0,20.0,1956.0,66,8926,0,1,1,1,1,0,0,0,20,64,0,3,0,1,3,10,160,0,0,672,0,2009,0,13,0,112000
5,698,0,-1,5,698,-1,0,4,0,0,3,698,3,2008,3,-1,1947,8,50.0,1899.0,14,9405,0,1,0,1,1,0,0,0,20,0,200,9,4,1,2,6,0,0,0,698,0,2009,0,13,0,118000
7,1482,392,4,5,384,4,0,7,670,0,3,812,2,1992,2,4,1992,8,20.0,1992.0,30,9125,0,1,2,1,2,1,0,2,80,100,25,5,4,0,3,7,0,0,1,384,0,2007,0,15,0,163900
4,1005,672,4,5,1005,1,0,5,0,0,3,1005,3,1955,1,1,1955,8,60.0,1977.0,67,10434,0,1,2,1,1,1,0,4,20,0,0,5,4,0,2,11,0,0,0,1005,0,2009,0,13,0,115000
7,1555,660,4,5,1373,4,0,7,0,0,2,1555,2,2007,2,4,2007,8,53.0,2007.0,15,3684,0,1,3,1,2,1,0,0,120,143,20,5,4,0,2,6,0,0,0,1373,0,2009,0,13,0,174000
7,1530,630,2,5,1530,4,0,7,0,1300,2,1530,2,2004,2,4,2004,8,182.0,2004.0,18,14572,1,1,3,1,2,1,0,0,20,144,36,5,3,0,3,11,0,0,0,230,0,2007,0,15,0,259000
7,1959,434,2,5,847,4,0,8,1112,0,2,847,2,2005,2,4,2004,8,59.0,2004.0,17,11796,0,1,2,1,2,1,0,0,60,100,48,5,4,0,4,7,0,0,1,847,0,2007,0,15,0,215000
5,936,672,-1,5,936,4,0,4,0,936,3,936,2,1980,3,4,1980,8,60.0,1980.0,42,7200,1,1,2,1,1,0,0,4,90,49,0,5,4,1,2,8,0,0,0,0,0,2007,0,15,0,140000
4,1981,576,4,5,1122,4,0,7,653,622,3,1328,3,1950,2,4,1928,8,65.0,1981.0,72,7804,1,1,2,1,2,2,0,4,50,431,44,3,4,0,4,12,0,0,0,500,0,2009,0,13,0,135000
5,974,0,-1,5,974,-1,0,5,0,212,3,974,2,1992,3,-1,1991,7,63.0,1899.0,30,10712,0,1,0,1,1,0,0,4,20,0,28,5,0,1,3,9,0,0,0,762,0,2007,0,15,0,93500
6,2210,205,-1,5,1008,1,0,8,1032,0,3,1178,3,1950,1,4,1880,8,90.0,1930.0,72,9900,0,1,1,1,2,0,0,4,70,0,48,4,4,1,5,5,0,0,0,1008,0,2007,0,15,0,117500
8,2020,466,4,5,1128,4,0,8,878,584,2,1142,2,1995,2,4,1995,8,80.0,1995.0,27,9828,0,1,2,1,2,1,0,0,60,0,155,5,4,0,3,6,0,0,1,544,0,2009,0,13,0,239500
6,1600,460,4,5,916,4,0,7,684,0,3,916,2,1997,3,4,1997,8,57.0,1997.0,25,8773,0,1,2,1,2,1,0,2,60,100,38,5,4,0,3,8,0,0,1,916,0,2007,0,15,0,169000
6,986,180,2,5,960,4,0,5,0,0,3,986,3,1950,3,4,1926,8,60.0,1926.0,72,6180,0,0,1,1,1,1,0,4,30,0,128,5,4,0,2,5,0,0,0,960,0,2007,0,15,0,102000
6,1252,288,-1,5,1032,4,0,6,220,280,3,1032,3,1950,3,4,1950,8,80.0,1950.0,72,9600,0,1,1,1,1,0,0,4,50,0,0,5,0,1,3,4,0,0,0,752,96,2008,0,14,0,119000
5,1020,0,-1,5,780,-1,0,6,240,0,3,780,3,1996,3,-1,1875,8,54.0,1899.0,26,6342,0,0,0,1,1,0,0,2,50,0,0,8,4,1,2,5,0,0,0,780,176,2010,0,12,0,94000
6,1567,714,4,5,1567,4,1,5,0,1567,3,1567,3,1977,2,4,1977,8,20.0,1977.0,45,9819,1,1,2,1,2,2,0,4,20,264,32,5,4,0,2,5,0,0,0,0,0,2009,0,13,0,196000
5,1167,495,2,5,915,4,0,6,0,645,3,1167,3,1950,3,4,1920,8,98.0,1972.0,72,8731,0,1,2,1,1,1,0,4,30,0,0,5,4,0,3,5,126,0,0,270,216,2007,0,15,0,144000
5,952,840,-1,5,952,4,0,4,0,852,3,952,3,1951,3,4,1951,0,60.0,1988.0,71,7350,1,1,2,1,1,0,0,4,20,0,0,7,0,1,2,6,0,0,0,100,0,2008,0,14,0,139000
5,1868,484,4,5,780,4,0,9,780,381,3,1088,3,1976,2,4,1976,8,20.0,1976.0,46,10304,1,1,2,1,2,1,0,0,60,448,96,7,4,0,4,10,0,0,1,399,0,2009,0,13,0,197500
8,2828,1052,4,5,1466,4,0,11,1362,1150,2,1466,0,2007,2,4,2006,6,77.0,2006.0,15,9965,1,1,3,1,3,1,0,0,60,125,144,5,5,0,4,4,0,0,0,316,0,2007,0,15,0,424870
5,1006,0,-1,5,1006,-1,0,5,0,288,3,1006,3,1959,3,-1,1959,8,20.0,1899.0,63,9000,0,1,0,1,1,0,0,4,20,0,24,3,4,1,3,7,0,0,0,718,0,2008,0,14,0,80000
4,924,280,-1,5,672,4,0,5,252,348,3,672,2,1950,1,4,1941,8,60.0,1941.0,72,12180,1,0,1,1,1,0,0,1,190,0,0,4,4,1,2,7,0,0,0,324,0,2010,0,12,0,80000
5,1576,225,2,5,1042,4,0,8,534,0,3,1042,3,1950,3,4,1928,8,52.0,1928.0,72,6240,0,1,1,1,1,1,0,0,50,0,0,6,3,0,3,8,0,0,0,1042,0,2006,0,16,0,149000
6,1298,403,4,5,1298,4,0,5,0,1258,2,1298,2,1985,2,4,1985,8,20.0,1985.0,37,11200,1,1,2,1,2,1,0,4,20,165,26,5,4,0,3,5,0,0,0,40,0,2006,0,16,0,180000
7,1564,234,2,5,704,4,0,7,704,275,3,860,3,1950,1,4,1941,8,75.0,1941.0,72,12000,0,1,1,1,1,1,0,0,70,0,0,7,4,0,3,7,0,0,1,429,0,2009,0,13,0,174500
7,1111,288,2,5,572,4,0,5,539,0,3,572,3,1950,3,4,1926,8,20.0,1982.0,72,5700,0,1,1,1,1,1,0,4,50,0,0,7,4,0,2,8,0,0,0,572,176,2008,0,14,0,116900
7,1482,324,-1,5,650,4,0,7,650,624,3,832,3,1988,3,4,1920,8,50.0,1930.0,34,9000,0,1,2,1,1,0,0,0,70,0,0,9,4,1,3,7,0,0,0,26,0,2009,0,13,0,143000
6,932,306,2,5,932,4,0,4,0,0,3,932,3,1950,2,4,1950,8,57.0,1950.0,72,8280,0,1,1,1,1,1,0,0,20,0,0,5,4,0,2,11,0,0,0,932,214,2007,0,15,0,124000
5,1466,528,2,5,1466,4,0,6,0,176,3,1466,3,1959,1,4,1959,8,134.0,1959.0,63,17755,0,1,2,1,1,2,0,4,20,0,140,4,4,0,3,11,100,0,1,1290,0,2006,0,16,0,149900
6,1811,470,2,2,1073,4,0,6,0,296,3,1811,3,2004,0,4,1956,8,90.0,1956.0,18,14115,0,1,2,1,1,1,547,0,20,0,0,7,0,0,2,7,0,0,0,230,280,2006,0,16,0,230000
6,816,432,-1,5,816,4,0,5,0,538,2,816,3,2007,3,4,1930,8,20.0,2002.0,15,5890,0,1,1,1,1,0,0,0,30,0,0,8,4,1,2,6,0,0,0,278,96,2008,0,14,0,120500
7,1820,492,2,5,864,4,0,8,918,454,3,902,3,1988,2,4,1965,8,20.0,1965.0,34,13700,0,1,2,1,1,2,0,4,60,60,84,6,4,0,4,5,273,0,2,410,0,2008,0,14,0,201800
5,1437,528,1,5,1437,4,0,6,0,1157,2,1437,2,2004,2,4,1976,8,90.0,1976.0,18,10768,1,1,2,1,2,1,0,4,20,0,21,8,4,0,3,7,180,0,0,280,0,2007,0,15,0,218000
5,1265,502,2,5,1219,4,0,6,0,633,3,1265,3,1999,2,4,1965,8,85.0,1965.0,23,9350,0,1,2,1,2,1,0,2,80,0,92,8,4,0,3,10,0,0,0,586,0,2008,0,14,96,179900
7,1314,626,2,5,1314,4,0,6,0,904,2,1314,2,2008,2,4,2007,8,34.0,2008.0,14,5001,1,1,2,1,2,1,0,0,120,172,62,5,4,0,2,7,0,0,0,410,0,2009,0,13,0,230000
8,1580,830,-1,5,1580,4,0,7,0,0,2,1580,2,2008,2,4,2007,3,92.0,2008.0,14,11932,0,1,3,1,2,0,0,0,20,0,24,5,5,1,3,6,0,0,0,1580,0,2008,0,14,0,235128
6,1876,540,4,5,901,2,0,8,933,442,2,943,3,1974,2,4,1974,8,76.0,1974.0,48,9120,0,1,2,1,2,1,0,4,60,0,69,6,4,0,4,7,0,0,1,459,0,2008,0,14,0,185000
6,1456,440,4,5,855,4,0,7,601,311,3,855,2,1978,3,4,1978,8,24.0,1978.0,44,2280,0,1,2,1,2,1,0,1,160,26,0,5,4,0,3,7,0,0,1,544,0,2010,0,12,0,146000
6,1640,924,2,5,1296,4,0,7,0,728,2,1640,3,2006,2,4,1954,8,20.0,1993.0,16,14778,1,1,2,1,1,1,0,0,20,108,0,7,4,0,3,11,0,0,0,568,0,2008,0,14,216,224000
5,894,450,3,5,894,4,0,5,0,492,3,894,2,1968,3,4,1968,8,109.0,1968.0,54,8724,0,1,2,1,1,1,0,2,20,0,0,5,4,0,3,5,0,0,0,402,0,2007,0,15,0,129000
4,1258,400,-1,5,1198,1,0,6,0,1198,3,1258,2,1969,3,4,1969,8,60.0,1969.0,53,12900,2,1,2,2,0,0,0,4,90,120,0,4,2,1,0,1,0,0,2,0,0,2008,0,14,0,108959
5,1432,588,4,4,1360,4,0,5,0,680,3,1432,2,1978,2,4,1978,8,20.0,1978.0,44,16157,1,1,2,1,1,1,391,0,80,168,180,7,4,0,2,6,0,0,1,289,0,2007,0,15,0,194000
7,1502,644,-1,5,1502,4,0,7,0,0,2,1502,2,2009,2,4,2009,6,79.0,2009.0,13,9541,0,1,2,1,2,0,0,0,20,0,114,5,5,1,3,9,0,0,0,1502,0,2009,0,13,0,233170
8,1694,776,-1,5,1694,4,0,7,0,0,2,1694,2,2008,2,4,2008,8,64.0,2008.0,14,10475,0,1,3,1,2,0,0,0,20,160,33,5,4,1,3,2,0,0,0,1694,0,2010,0,12,0,245350
6,1671,472,4,5,959,4,0,7,712,786,3,959,2,2000,3,4,2000,8,58.0,2000.0,22,10852,1,1,2,1,2,1,0,0,60,0,38,5,4,0,3,2,0,0,1,173,0,2006,0,16,0,173000
6,2108,540,4,5,1127,4,0,7,872,626,3,1236,3,1986,2,4,1935,8,120.0,1935.0,36,13728,0,1,2,1,2,2,0,0,70,0,0,7,4,0,4,7,90,0,0,501,0,2008,0,14,0,235000
10,3627,807,4,5,1930,4,0,10,1796,1387,2,1831,0,1996,2,4,1995,8,118.0,1995.0,26,35760,1,1,3,1,3,1,0,0,60,361,76,5,4,0,4,7,0,0,1,543,0,2006,0,16,0,625000
6,1118,358,3,5,1096,4,0,6,0,522,3,1118,3,1977,3,4,1977,8,76.0,1977.0,45,9880,1,1,1,1,1,1,0,4,80,203,0,6,4,0,3,7,0,0,0,574,0,2008,0,14,0,171000
6,1261,433,4,5,1261,4,0,6,0,662,3,1261,3,1958,3,4,1958,8,76.0,1958.0,64,9120,1,1,2,1,1,1,0,0,20,0,0,6,4,0,3,11,288,0,0,599,0,2008,1400,14,0,163000
7,1250,625,-1,5,625,4,0,5,625,0,2,625,2,2007,2,4,2006,8,35.0,2006.0,15,4017,0,1,2,1,2,0,0,0,160,0,54,5,4,1,2,3,0,0,1,625,0,2008,0,14,0,171900
5,3086,0,2,1,1598,-1,0,12,971,152,3,1636,3,1994,0,-1,1946,8,138.0,1899.0,28,18030,0,1,0,1,3,1,469,4,50,122,0,6,4,0,3,3,0,479,0,977,0,2007,0,15,0,200500
6,2345,360,2,5,952,4,0,9,1175,503,3,1170,2,1950,3,4,1932,8,80.0,1932.0,72,16560,0,1,2,1,2,1,0,4,70,0,0,8,4,0,4,7,0,0,1,449,0,2006,0,16,0,239000
8,2872,541,4,5,1683,4,0,9,743,700,2,2129,2,2000,2,4,1992,8,85.0,1992.0,22,10678,0,1,2,1,2,1,0,0,50,0,33,5,4,0,4,4,0,0,1,983,0,2007,0,15,0,285000
5,923,264,-1,5,876,4,0,5,0,658,3,923,3,1985,3,4,1984,8,37.0,1984.0,37,6951,1,1,1,1,1,0,0,4,20,362,0,5,4,1,3,10,0,0,0,218,0,2008,0,14,0,119500
6,1224,210,-1,5,818,4,0,5,406,468,3,818,3,2004,3,4,1926,8,20.0,1926.0,18,3950,0,1,1,1,1,0,0,4,50,0,0,8,4,1,3,12,0,0,0,350,116,2009,0,13,0,115000
5,1343,186,2,5,731,1,0,7,523,0,3,820,3,1950,3,4,1921,8,54.0,1921.0,72,7681,0,1,1,1,1,1,0,0,50,192,0,6,4,0,3,7,0,0,1,731,102,2009,0,13,0,154900
5,1124,0,2,-1,0,-1,0,5,0,0,3,1124,-1,1954,3,-1,1954,8,77.0,1899.0,68,8335,0,1,0,1,1,1,0,2,20,0,36,5,4,0,3,4,0,0,0,0,190,2006,0,16,0,93000
7,2514,693,-1,5,1216,4,0,8,1216,1216,3,1298,2,1991,3,4,1990,8,20.0,1990.0,31,11170,0,1,2,1,2,0,0,0,60,0,0,5,4,1,4,4,0,0,1,0,0,2006,0,16,0,250000
8,1652,482,2,5,1600,4,1,5,0,1480,0,1652,0,2008,2,4,2008,6,64.0,2008.0,14,5587,1,1,2,1,2,1,0,0,120,162,53,5,5,0,2,11,0,0,0,120,0,2008,0,14,153,392500
10,4476,813,4,5,2396,4,0,10,2065,2096,2,2411,0,1996,0,4,1996,8,160.0,1996.0,26,15623,1,1,3,1,3,2,0,0,60,171,78,5,0,0,4,7,0,0,1,300,0,2007,0,15,0,745000
5,1130,720,2,5,1120,4,0,5,0,821,3,1130,3,1950,3,4,1920,8,60.0,1970.0,72,10800,1,1,2,1,1,1,0,0,30,229,0,6,4,0,2,6,0,0,0,299,0,2006,0,16,0,120000
5,1572,995,4,5,1572,4,1,5,0,1159,3,1572,3,1963,3,4,1963,8,50.0,1963.0,59,35133,1,1,3,1,1,2,0,2,20,0,263,4,4,0,3,5,263,0,1,413,0,2007,0,15,0,186700
5,1221,392,-1,5,784,4,0,7,272,392,3,949,3,1950,3,4,1924,8,60.0,1965.0,72,9738,1,1,1,1,1,0,0,2,50,0,0,7,4,1,4,3,0,0,0,392,236,2006,0,16,0,104900
3,1699,420,-1,5,978,1,1,7,685,440,3,1014,1,1970,3,1,1900,8,107.0,1920.0,52,10615,1,1,2,2,2,0,0,4,190,0,74,5,0,1,3,8,0,0,0,538,0,2009,0,13,0,95000
8,1624,757,1,5,1624,4,0,5,0,1456,2,1624,2,1995,2,4,1994,8,89.0,1994.0,27,12461,1,1,3,1,2,1,0,0,20,0,114,5,4,0,2,7,0,0,0,168,192,2006,0,16,0,262000
7,1660,493,-1,5,831,4,0,7,829,0,2,831,2,2002,2,4,2002,8,68.0,2002.0,20,8935,0,1,2,1,2,0,0,0,60,144,68,5,4,1,3,7,0,0,1,831,0,2009,0,13,0,195000
7,1804,442,4,5,994,4,0,7,776,0,3,1028,3,1999,2,4,1999,8,60.0,1999.0,23,7500,0,1,2,1,2,1,0,2,60,140,60,5,4,0,3,6,0,0,1,994,0,2010,0,12,0,189000
4,1622,1356,4,5,1249,4,1,7,0,1159,3,1622,3,1975,3,4,1961,8,20.0,1975.0,47,32463,1,1,4,1,1,1,0,0,190,439,0,4,4,0,3,3,0,0,0,90,0,2007,0,15,0,168000
8,1441,492,-1,5,776,4,0,5,677,0,2,764,2,2000,2,4,1999,8,24.0,1999.0,22,2645,0,1,2,1,2,0,0,0,160,206,0,5,4,1,2,11,0,0,1,776,0,2007,0,15,0,174000
5,1472,250,-1,5,702,4,0,6,630,0,3,842,3,1994,2,1,1925,8,60.0,1925.0,28,9600,0,1,1,1,1,0,0,2,50,0,0,8,4,1,3,7,0,0,0,702,84,2007,0,15,0,125000
6,1224,402,-1,5,1224,4,0,5,0,883,3,1224,0,1999,3,4,1999,8,20.0,1999.0,23,4500,1,1,2,1,2,0,0,0,120,0,304,5,4,1,2,6,0,0,0,341,0,2009,0,13,0,165000
6,1352,299,-1,5,663,4,0,7,689,371,3,663,3,1969,3,4,1969,8,80.0,1969.0,53,9364,0,1,1,1,1,0,0,4,60,379,36,7,4,1,4,3,0,0,1,292,0,2010,0,12,0,158000
6,1456,400,-1,5,728,4,0,8,728,0,3,728,2,2005,2,4,2005,8,51.0,2005.0,17,8029,0,1,2,1,2,0,0,0,60,100,24,5,4,1,3,7,0,0,1,728,0,2008,0,14,0,176000
7,1863,660,2,5,879,4,0,9,984,0,2,879,2,2006,2,4,2006,6,58.0,2006.0,16,14054,0,1,3,1,2,1,0,0,60,100,17,5,5,0,4,11,0,0,1,879,0,2006,0,16,0,219210
7,1690,225,2,5,815,4,0,7,875,0,3,815,3,1950,3,4,1916,5,65.0,1916.0,72,8850,0,1,1,1,1,1,0,0,75,0,0,6,4,0,3,7,0,0,0,815,330,2006,0,16,0,144000
7,1212,573,-1,5,1212,4,0,6,0,0,2,1212,2,2001,2,4,2001,8,70.0,2001.0,21,9100,0,1,2,1,2,0,0,0,20,356,0,5,4,1,3,6,0,0,0,1212,0,2009,0,13,0,178000
4,1382,459,3,5,1051,4,0,6,0,547,3,1382,3,1979,3,4,1963,8,75.0,1974.0,43,11235,0,1,2,1,1,1,0,2,20,0,82,5,4,0,3,10,0,0,1,504,0,2006,0,16,0,148000
4,864,280,-1,5,864,4,0,5,0,0,3,864,3,1970,3,4,1970,7,71.0,1972.0,52,9353,0,1,1,1,1,0,0,2,20,0,0,5,0,1,3,7,0,0,0,864,0,2006,0,16,0,116050
7,1779,546,-1,5,866,4,0,6,913,0,3,866,2,1998,2,4,1998,8,80.0,1998.0,24,10400,0,1,2,1,2,0,0,0,60,198,36,5,4,1,3,3,0,0,1,866,0,2009,0,13,0,197900
5,1348,216,1,5,884,4,0,5,464,0,3,884,3,1997,3,4,1925,8,50.0,1960.0,25,6000,1,1,1,1,1,1,0,0,50,0,0,8,4,0,3,5,0,0,0,884,208,2009,0,13,0,117000
7,1630,451,4,5,1630,4,0,6,0,0,2,1630,2,2001,2,4,2000,8,75.0,2000.0,21,9750,0,1,2,1,2,1,0,0,20,74,234,5,4,0,3,10,0,0,0,1630,0,2009,0,13,0,213000
5,1074,495,-1,5,1056,4,0,6,0,788,3,1074,2,1975,3,4,1975,8,78.0,1975.0,47,10140,1,1,2,1,1,0,0,0,20,0,88,6,4,1,3,7,0,0,1,268,0,2006,0,16,0,153500
7,2196,701,4,1,2158,4,0,7,0,485,2,2196,2,1991,2,4,1990,8,90.0,1990.0,31,14684,0,1,3,1,2,1,177,2,20,84,70,7,4,0,3,6,0,0,0,1496,0,2009,0,13,0,271900
4,1056,384,-1,5,1056,4,0,5,0,1056,3,1056,3,1966,3,4,1966,8,20.0,1966.0,56,8900,1,1,1,1,1,0,0,4,20,0,42,4,4,1,2,11,0,0,0,0,0,2006,0,16,0,107000
6,1700,544,-1,5,1682,4,0,7,0,340,2,1700,2,2003,2,4,2003,8,70.0,2003.0,19,9135,1,1,2,1,2,0,0,0,20,192,23,5,4,1,3,5,0,0,0,1342,0,2006,0,16,0,200000
5,1283,506,-1,1,931,4,0,6,0,504,3,1283,3,1980,3,4,1962,8,70.0,1980.0,42,7763,1,1,2,1,1,0,108,4,20,0,0,7,4,1,3,10,0,0,0,319,0,2008,0,14,0,140000
8,1660,500,2,5,1660,4,0,8,0,1220,2,1660,0,2006,2,4,2006,6,85.0,2006.0,16,10182,1,1,2,1,2,1,0,0,20,322,50,5,5,0,3,5,0,0,0,440,0,2006,0,16,0,290000
6,1845,462,4,5,1055,4,0,8,790,0,2,1055,2,1992,2,4,1992,8,70.0,1992.0,30,11218,0,1,2,1,2,1,0,0,60,635,104,5,4,0,3,5,0,0,1,1055,0,2010,400,12,0,189000
8,1752,492,-1,5,559,4,1,8,672,427,2,1080,2,2005,3,4,1988,8,152.0,1988.0,17,12134,0,1,2,1,2,0,0,2,50,325,12,7,4,1,4,6,0,0,0,132,0,2010,0,12,0,164000
4,672,234,-1,5,672,4,0,4,0,344,3,672,3,1950,3,4,1941,8,50.0,1941.0,72,9340,1,1,1,1,1,0,0,4,30,0,113,6,4,1,2,8,0,0,0,328,0,2009,0,13,0,113000
4,960,364,-1,5,648,4,0,3,0,648,3,960,3,2001,3,4,1965,8,20.0,1965.0,21,10246,1,1,1,1,0,0,0,0,80,88,0,9,4,1,0,5,0,0,0,0,0,2006,0,16,0,145000
5,999,300,-1,5,925,4,0,6,0,784,3,999,3,1962,3,4,1962,8,69.0,1962.0,60,10205,1,1,1,1,1,0,0,4,85,150,72,5,4,1,3,5,0,0,0,141,0,2006,0,16,0,134500
5,894,384,-1,3,894,4,0,5,0,180,3,894,3,1966,3,4,1966,8,99.0,1966.0,56,7094,0,1,1,1,1,0,374,4,20,0,0,5,4,1,3,5,0,0,0,340,0,2007,0,15,0,125000
6,1902,539,-1,-1,0,4,0,8,584,0,3,1318,-1,1978,3,4,1978,8,68.0,1978.0,44,8930,0,1,2,2,2,0,0,4,90,0,0,5,4,1,4,4,0,0,0,0,0,2010,0,12,0,112000
8,1314,552,-1,5,1300,4,0,6,0,936,2,1314,2,2009,2,4,2009,6,72.0,2009.0,13,8640,1,1,2,1,2,0,0,0,20,135,112,5,5,1,3,9,0,0,0,364,0,2009,0,13,0,229456
4,912,0,-1,-1,0,-1,0,3,240,0,3,672,-1,1950,3,-1,1947,8,52.0,1899.0,72,6240,0,0,0,1,1,0,0,2,50,0,0,5,4,1,2,7,0,0,0,0,0,2006,0,16,0,80500
6,1218,0,-1,5,672,-1,0,7,546,0,3,672,3,1971,3,-1,1971,8,21.0,1899.0,51,1680,0,1,0,1,1,0,0,4,160,201,0,5,0,1,3,4,0,0,1,672,0,2006,0,16,0,91500
5,912,288,-1,3,912,4,0,5,0,312,3,912,3,1964,3,4,1964,8,66.0,1964.0,58,7800,0,1,1,1,1,0,600,4,20,0,0,5,0,1,2,11,0,0,0,0,0,2006,0,16,0,115000
5,1211,322,4,3,952,4,0,5,0,250,3,1211,3,1968,3,4,1968,8,55.0,1968.0,54,8250,0,1,1,1,1,1,492,0,20,0,63,5,4,0,3,8,0,0,0,210,0,2008,0,14,0,134000
6,1846,315,2,5,1040,4,0,7,678,196,3,1168,3,1950,3,4,1949,8,78.0,1949.0,72,10496,0,1,1,1,2,1,0,0,50,0,0,6,4,0,3,1,0,0,0,844,0,2007,0,15,0,143000
5,2136,528,-1,5,2136,4,0,7,0,756,3,2136,3,1951,3,4,1951,8,89.0,1951.0,71,10680,0,0,2,1,2,0,0,4,20,0,30,3,4,1,4,10,0,0,0,1380,0,2006,0,16,0,137900
7,1490,388,2,5,788,4,0,8,702,724,2,788,2,2005,2,4,2004,8,60.0,2004.0,17,15384,1,1,2,1,2,1,0,0,60,100,75,5,4,0,3,2,0,0,1,64,0,2008,0,14,0,184000
6,1138,264,-1,5,588,4,0,6,0,507,3,1138,3,1958,3,4,1958,8,65.0,1958.0,64,10482,0,1,1,1,1,0,0,0,80,224,0,8,4,1,3,6,0,0,0,81,0,2007,0,15,0,145000
6,1933,668,2,5,894,4,0,9,1039,0,2,894,2,2007,2,4,2007,8,86.0,2007.0,15,14598,0,1,3,1,2,1,0,0,60,100,18,5,4,0,4,1,0,0,1,894,0,2008,0,14,0,214000
